,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese,Age,bullied
16251,0,1,0,0,0,0,2,3,1,4,1,0,1,0,0,0,16,1
16252,0,0,0,0,0,1,0,3,0,4,4,0,0,0,0,0,13,0
16253,0,0,0,1,0,1,2,3,0,3,1,0,0,0,0,0,16,0
16255,0,0,0,1,0,0,2,0,4,3,0,0,1,0,0,0,14,0
16258,0,0,0,1,7,2,0,3,0,2,4,0,0,0,1,0,13,0
16259,0,0,0,0,0,0,3,1,0,2,0,1,0,0,1,0,16,0
16264,1,0,0,1,0,0,0,2,1,1,2,0,1,0,0,0,13,1
16265,1,0,0,1,0,0,1,3,0,1,4,0,0,0,0,0,13,1
16269,0,1,1,1,1,0,3,3,4,1,0,1,1,0,0,0,17,1
16270,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,16,0
16278,0,1,0,0,1,1,0,2,1,3,0,0,1,0,0,0,14,1
16279,0,1,0,1,0,0,2,3,0,2,3,0,0,0,1,0,14,1
16280,0,0,0,0,2,2,4,3,0,4,1,1,0,0,1,1,16,0
16282,0,1,0,1,1,0,3,1,1,3,1,1,1,0,0,0,16,1
16283,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,15,0
16284,1,0,0,1,0,0,0,3,0,2,2,0,0,0,0,0,14,1
16285,1,0,0,1,0,0,1,3,0,2,3,0,0,0,1,0,14,1
16290,0,0,1,0,0,0,2,3,2,3,1,0,1,0,0,0,16,1
16291,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,15,0
16292,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,15,0
16294,0,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,15,0
16295,0,1,1,0,0,0,1,3,0,2,2,0,0,0,1,0,16,1
16301,1,1,1,0,0,0,0,3,2,2,0,0,1,1,0,0,13,1
16303,0,0,0,0,0,1,3,3,1,2,2,1,1,0,0,0,16,0
16307,1,1,1,1,0,0,3,3,2,2,1,1,1,0,0,0,13,1
16308,1,0,0,1,4,1,4,2,0,0,0,1,0,0,0,0,14,1
16309,1,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,13,1
16315,0,1,1,0,0,1,0,2,0,1,2,0,0,0,0,0,13,1
16317,0,1,0,0,0,0,0,3,0,3,4,0,0,0,1,0,13,1
16321,1,0,0,1,1,0,2,3,2,2,4,0,1,0,0,0,14,1
16322,0,1,0,1,1,0,3,3,0,4,2,1,0,0,1,0,13,1
16323,0,0,0,1,2,0,2,3,1,1,0,0,1,0,0,0,15,0
16324,0,0,0,1,2,0,3,1,0,1,0,1,0,0,0,0,15,0
16325,1,0,0,1,0,0,3,0,0,3,3,1,0,0,1,0,13,1
16330,0,0,0,0,0,0,0,3,0,3,2,0,0,0,1,0,13,0
16331,1,1,1,1,2,2,4,1,0,0,0,1,0,0,1,0,13,1
16332,0,0,0,0,0,0,2,1,2,0,4,0,1,0,0,0,14,0
16333,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,17,1
16335,0,1,1,1,0,1,3,3,1,1,4,1,1,0,0,0,14,1
16337,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,13,0
16339,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,15,0
16341,0,0,0,1,0,2,2,3,0,1,0,0,0,0,0,0,13,0
16342,0,0,1,0,0,0,0,3,0,1,4,0,0,0,0,0,14,1
16354,0,0,1,1,1,0,4,0,2,0,0,1,1,0,0,0,14,1
16355,0,0,0,0,0,1,2,3,1,1,2,0,1,1,0,0,14,0
16356,0,0,1,1,0,0,0,3,0,3,4,0,0,0,1,0,14,1
16358,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,13,1
16361,1,0,1,1,0,1,3,0,1,0,3,1,1,0,0,0,14,1
16364,0,0,1,1,0,0,3,2,1,3,2,1,1,0,0,0,14,1
16365,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,15,0
16367,1,1,1,0,0,0,1,3,3,2,0,0,1,0,0,0,15,1
16369,0,0,0,0,0,0,1,3,0,2,2,0,0,0,0,0,14,0
16371,1,0,1,1,0,1,2,3,1,1,1,0,1,0,0,0,16,1
16373,0,0,0,0,0,2,1,3,2,2,3,0,1,0,0,0,15,0
16374,0,0,0,0,0,1,0,3,0,1,3,0,0,0,1,0,17,0
16376,0,0,0,0,0,0,0,3,2,1,2,0,1,0,0,0,15,0
16377,1,1,0,1,3,0,3,3,1,2,1,1,1,0,0,0,15,1
16378,1,1,0,0,0,0,1,3,1,1,2,0,1,0,0,0,14,1
16384,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,14,0
16385,1,1,1,1,0,0,1,3,0,1,1,0,0,0,0,0,14,1
16389,0,0,0,1,0,0,2,3,0,3,0,0,0,0,0,0,17,0
16394,0,1,1,1,0,0,1,1,0,3,2,0,0,0,0,0,16,1
16395,1,0,0,0,0,0,0,1,1,4,4,0,1,0,1,0,15,1
16396,0,1,0,0,2,7,4,3,0,0,1,1,0,0,0,0,14,1
16399,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,14,1
16402,1,1,1,1,0,0,3,3,1,0,1,1,1,0,0,0,14,1
16407,1,1,1,1,0,0,2,1,0,2,0,0,0,0,0,0,17,1
16408,1,1,0,0,2,2,3,3,1,3,0,1,1,0,1,0,14,1
16409,1,1,1,1,1,1,1,3,1,3,4,0,1,0,1,1,14,1
16410,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,1,14,0
16416,0,0,0,0,1,1,2,1,1,1,4,0,1,0,0,0,14,0
16418,0,0,0,1,0,0,4,1,1,0,0,1,1,0,0,0,15,0
16419,0,0,0,1,0,0,2,2,0,3,4,0,0,0,0,0,14,0
16420,1,1,1,0,7,0,4,3,1,2,4,1,1,0,0,0,16,1
16421,1,0,0,1,1,0,2,3,0,2,0,0,0,0,1,0,14,1
16424,0,0,1,0,0,0,4,2,1,4,0,1,1,0,0,0,15,1
16425,0,0,0,0,0,2,0,3,1,1,0,0,1,0,0,0,16,0
16427,0,0,0,0,0,0,2,3,2,4,4,0,1,0,0,0,16,0
16428,0,1,1,1,1,0,2,3,0,1,1,0,0,0,0,0,15,1
16429,0,0,1,0,0,0,1,2,1,4,0,0,1,0,0,0,17,1
16432,0,0,1,1,0,0,0,3,0,3,3,0,0,0,1,0,15,1
16435,0,0,0,0,1,1,0,2,2,3,2,0,1,0,0,0,16,0
16445,1,1,0,0,0,2,3,2,0,1,0,1,0,0,0,0,15,1
16446,0,1,1,0,3,1,3,1,1,2,0,1,1,0,0,0,17,1
16449,0,1,1,1,0,0,1,1,1,3,1,0,1,0,0,0,17,1
16450,0,1,1,1,0,0,2,3,1,3,0,0,1,0,1,0,16,1
16454,0,0,1,1,0,0,2,2,1,3,1,0,1,0,0,0,16,1
16455,1,1,0,1,0,0,3,3,1,1,0,1,1,0,0,0,16,1
16457,0,0,0,0,0,0,0,3,2,3,4,0,1,0,0,0,17,0
16459,0,0,0,1,0,0,0,3,0,3,3,0,0,0,0,0,16,0
16460,0,0,0,0,0,0,2,3,1,3,2,0,1,0,0,0,16,0
16461,0,0,0,0,1,1,2,2,4,2,1,0,1,0,0,0,17,0
16462,1,1,1,1,0,0,2,2,0,2,3,0,0,0,0,0,16,1
16464,1,1,1,1,0,1,3,2,2,4,0,1,1,0,1,1,13,1
16466,0,0,0,0,0,0,0,1,2,3,4,0,1,0,0,0,14,0
16467,0,0,0,0,0,2,0,3,1,2,3,0,1,0,1,1,16,0
16468,0,0,0,0,0,0,0,2,1,2,3,0,1,0,1,0,16,0
16469,1,1,1,0,1,3,0,3,0,0,0,0,0,0,1,1,16,1
16470,0,0,0,1,0,0,0,3,0,2,2,0,0,1,0,0,14,0
16472,1,0,0,1,0,0,2,3,0,1,4,0,0,0,0,0,13,1
16473,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,13,0
16474,1,1,0,1,0,2,2,3,0,0,4,0,0,0,0,0,14,1
16475,0,0,0,0,3,3,1,0,0,0,4,0,0,0,0,0,13,0
16476,1,0,0,1,0,0,2,3,0,3,1,0,0,0,0,0,13,1
16478,0,0,0,1,0,0,1,1,0,1,4,0,0,0,0,0,14,0
16479,1,1,1,0,1,0,0,3,0,2,2,0,0,0,1,1,13,1
16480,1,1,1,1,0,2,1,3,1,1,4,0,1,0,1,1,14,1
16482,1,0,0,1,0,0,2,3,0,3,2,0,0,0,0,0,13,1
16484,0,0,0,0,0,3,1,3,1,1,4,0,1,0,0,0,16,0
16485,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,15,0
16489,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,16,0
16490,1,0,0,0,0,1,1,3,2,3,2,0,1,0,1,0,14,1
16492,0,0,1,1,0,0,0,2,1,1,4,0,1,0,0,0,16,1
16493,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,15,0
16494,0,0,0,0,0,1,2,2,0,3,2,0,0,0,0,0,16,0
16495,1,0,0,0,2,7,2,3,1,0,2,0,1,0,0,0,14,1
16500,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,1,13,0
16501,0,0,0,1,0,0,2,3,1,4,2,0,1,0,0,0,16,0
16502,1,0,0,0,0,0,0,0,1,2,4,0,1,0,0,0,15,1
16503,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,14,0
16504,0,1,1,0,0,0,2,3,0,2,2,0,0,0,1,0,14,1
16506,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,15,0
16507,1,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,15,1
16508,0,0,0,0,0,0,0,3,0,4,3,0,0,0,1,0,16,0
16511,1,0,0,0,0,0,0,3,3,2,1,0,1,0,0,0,15,1
16512,0,0,1,1,0,0,2,2,1,1,1,0,1,0,0,0,17,1
16513,0,0,0,1,0,0,1,3,2,1,1,0,1,0,0,0,16,0
16514,0,1,1,1,0,1,1,3,0,3,4,0,0,0,1,0,15,1
16516,0,0,0,1,0,0,1,0,1,0,3,0,1,0,1,0,16,0
16517,1,1,1,1,0,0,2,3,0,2,1,0,0,0,0,0,17,1
16518,0,0,0,1,0,0,3,1,0,1,0,1,0,0,0,0,16,0
16519,0,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,16,0
16520,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,17,0
16523,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,16,0
16524,0,0,0,0,0,6,3,2,3,1,3,1,1,0,0,0,17,0
16525,1,1,1,1,1,0,3,3,0,1,0,1,0,0,0,0,13,1
16528,0,0,0,0,0,1,2,3,1,1,0,0,1,0,1,0,13,0
16529,1,0,0,1,0,0,1,3,0,3,3,0,0,0,1,0,13,1
16530,0,0,0,1,2,1,3,3,0,3,4,1,0,0,1,1,15,0
16533,0,0,0,0,0,0,1,3,0,3,4,0,0,0,0,0,13,0
16535,0,0,0,1,0,0,2,3,0,3,2,0,0,0,1,1,13,0
16537,1,1,1,0,0,0,1,3,0,4,4,0,0,0,1,0,13,1
16538,0,1,0,1,0,0,3,3,0,2,3,1,0,0,0,0,13,1
16540,0,0,0,0,0,1,0,3,4,3,1,0,1,0,0,0,15,0
16543,0,0,1,1,0,0,4,3,1,3,0,1,1,1,0,0,16,1
16544,0,0,0,1,0,0,3,3,0,3,1,1,0,0,0,0,14,0
16545,0,1,1,1,0,2,3,3,0,3,1,1,0,0,0,0,14,1
16547,0,0,0,0,0,0,0,3,0,3,3,0,0,0,1,0,14,0
16553,0,1,1,1,0,0,1,0,0,3,3,0,0,0,0,0,15,1
16554,1,1,1,1,0,0,1,3,0,3,2,0,0,0,0,0,15,1
16555,0,1,0,0,0,1,0,3,0,4,1,0,0,0,0,0,15,1
16557,0,0,0,1,0,0,0,3,2,4,4,0,1,0,0,0,16,0
16558,0,0,0,1,0,0,2,3,0,4,1,0,0,0,0,0,15,0
16559,0,1,0,0,0,0,1,3,0,4,4,0,0,0,1,1,16,1
16560,0,1,1,0,0,0,0,3,0,3,4,0,0,0,0,0,15,1
16563,1,1,0,1,1,0,3,3,1,2,1,1,1,0,0,0,16,1
16564,0,0,0,1,0,0,2,0,0,3,2,0,0,0,0,0,17,0
16565,0,0,1,0,0,1,1,2,0,2,3,0,0,0,0,0,16,1
16567,0,0,0,1,0,0,0,3,0,4,2,0,0,0,1,0,16,0
16568,0,0,0,0,1,0,0,3,0,2,2,0,0,0,0,0,16,0
16569,0,0,0,0,0,0,0,3,1,4,4,0,1,0,0,0,16,0
16570,1,1,1,1,0,0,4,0,0,2,0,1,0,0,1,0,16,1
16571,0,0,0,1,0,0,2,2,0,1,1,0,0,0,0,0,17,0
16572,0,0,0,1,0,0,0,3,0,4,3,0,0,0,1,0,17,0
16573,0,0,0,0,0,2,1,3,1,4,0,0,1,0,1,1,17,0
16575,1,0,0,1,0,0,0,3,0,2,2,0,0,0,1,1,13,1
16579,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,13,0
16580,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,14,0
16581,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,14,0
16582,0,0,0,1,0,2,2,3,0,1,0,0,0,0,0,0,15,0
16583,0,0,0,0,0,0,0,3,0,2,4,0,0,0,0,0,15,0
16585,0,0,0,0,0,0,1,3,1,1,1,0,1,0,0,0,13,0
16587,0,0,0,1,0,0,1,2,0,3,4,0,0,0,1,0,13,0
16597,0,1,1,1,0,0,1,3,0,1,1,0,0,0,0,0,16,1
16598,0,0,0,1,0,0,1,1,0,4,4,0,0,0,1,0,15,0
16599,0,0,0,1,0,0,0,2,1,3,3,0,1,0,0,0,17,0
16600,0,0,0,1,0,0,2,0,0,2,3,0,0,0,0,0,15,0
16601,0,0,0,0,0,1,0,3,1,3,1,0,1,0,0,0,16,0
16602,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,15,0
16603,0,0,0,0,0,0,2,3,0,4,4,0,0,0,1,0,15,0
16606,1,1,1,1,0,0,1,0,0,3,2,0,0,0,0,0,17,1
16607,0,0,0,1,0,0,0,1,0,3,3,0,0,0,1,0,17,0
16608,1,0,0,0,1,0,0,3,1,1,4,0,1,0,0,0,17,1
16611,1,0,0,1,4,2,0,2,1,1,1,0,1,0,1,0,16,1
16612,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,17,0
16615,0,1,0,0,1,1,1,3,1,2,1,0,1,0,1,0,16,1
16616,0,0,0,0,2,2,0,3,0,4,4,0,0,0,0,0,14,0
16617,0,0,0,1,0,0,0,3,0,4,4,0,0,0,1,0,14,0
16619,0,0,0,1,0,0,0,2,4,2,4,0,1,0,1,0,15,0
16620,1,1,1,0,7,1,3,3,0,0,4,1,0,0,1,0,13,1
16621,0,0,0,1,0,0,1,3,0,2,3,0,0,0,1,0,14,0
16622,0,0,0,1,0,0,4,1,0,1,1,1,0,0,0,0,14,0
16623,1,0,0,1,0,0,1,1,0,1,4,0,0,0,0,0,13,1
16624,0,0,0,1,0,0,3,0,0,2,3,1,0,0,0,0,13,0
16628,0,0,1,0,0,0,0,3,0,3,4,0,0,0,0,0,14,1
16629,0,0,0,0,0,1,4,1,0,1,0,1,0,0,0,0,15,0
16630,0,0,0,0,0,2,1,3,0,3,3,0,0,0,0,0,14,0
16631,1,0,0,1,0,0,3,3,0,2,1,1,0,0,0,0,16,1
16632,1,1,1,0,0,0,2,3,0,2,2,0,0,0,0,0,15,1
16633,0,0,0,1,0,0,2,2,0,2,3,0,0,0,0,0,14,0
16634,0,0,0,0,0,0,1,2,0,3,3,0,0,0,0,0,14,0
16637,0,0,0,0,0,2,1,3,0,3,4,0,0,0,0,0,14,0
16638,1,1,0,0,1,0,0,3,0,2,1,0,0,0,0,0,15,1
16641,0,0,0,1,0,0,1,3,0,2,4,0,0,0,1,1,17,0
16643,0,0,0,0,0,0,1,0,0,3,4,0,0,0,1,1,16,0
16644,0,0,0,1,0,0,2,3,0,1,4,0,0,0,0,0,16,0
16645,0,0,0,1,0,0,2,3,2,2,3,0,1,0,0,0,16,0
16646,0,0,0,0,0,0,0,2,0,4,3,0,0,0,0,0,15,0
16647,1,1,1,0,0,0,2,3,0,3,1,0,0,0,0,0,15,1
16651,1,1,1,0,0,6,0,2,3,4,3,0,1,0,1,0,17,1
16654,0,0,1,1,0,0,3,3,0,0,4,1,0,0,1,0,13,1
16656,0,1,1,0,0,1,2,3,1,1,2,0,1,0,0,0,15,1
16657,1,0,1,1,0,0,2,1,0,0,0,0,0,0,1,0,14,1
16658,1,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,14,1
16660,0,1,1,0,1,1,2,3,0,1,2,0,0,0,0,0,16,1
16661,1,1,0,0,1,0,2,3,1,1,1,0,1,0,0,0,14,1
16664,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,13,1
16665,1,0,0,0,1,2,0,3,0,1,0,0,0,0,1,1,13,1
16668,1,0,0,0,0,1,1,3,0,1,4,0,0,0,1,0,15,1
16669,1,1,1,1,2,2,4,2,4,0,1,1,1,0,0,0,14,1
16672,0,0,0,0,1,1,4,3,0,3,0,1,0,0,0,0,13,0
16677,1,0,0,1,1,7,2,2,0,0,0,0,0,0,0,0,13,1
16679,0,0,0,1,0,0,0,3,0,3,2,0,0,0,1,0,13,0
16680,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,14,0
16682,0,0,0,1,2,0,1,2,0,1,4,0,0,0,0,0,14,0
16683,0,0,0,0,1,0,0,3,1,1,3,0,1,1,0,0,13,0
16684,0,1,0,1,1,0,2,3,2,1,1,0,1,0,0,0,13,1
16685,0,0,0,1,0,0,2,2,0,2,0,0,0,0,0,0,13,0
16686,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,1
16687,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,13,0
16688,0,0,0,0,0,0,1,3,0,1,4,0,0,0,0,0,14,0
16689,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,13,0
16690,0,0,0,0,0,0,2,3,0,4,4,0,0,0,0,0,15,0
16691,1,0,1,0,0,2,2,3,1,0,4,0,1,0,0,0,15,1
16693,0,0,0,1,0,0,1,3,0,1,3,0,0,0,1,0,14,0
16694,0,0,0,1,0,0,2,3,0,1,1,0,0,0,0,0,16,0
16700,1,1,0,1,1,0,2,2,1,1,1,0,1,0,0,0,15,1
16701,0,0,0,0,1,0,2,3,1,2,0,0,1,0,1,1,15,0
16702,0,0,0,0,0,3,0,3,0,1,0,0,0,0,1,0,16,0
16703,0,0,1,0,1,2,1,2,0,3,3,0,0,0,0,0,16,1
16704,1,1,1,0,0,0,2,0,1,0,2,0,1,0,1,1,17,1
16707,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,0,14,0
16708,0,0,0,1,0,0,3,3,2,0,0,1,1,0,0,0,14,0
16710,0,0,0,1,0,0,0,2,0,4,3,0,0,0,0,0,14,0
16711,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,14,0
16712,0,0,0,0,1,1,1,2,2,2,2,0,1,0,0,0,14,0
16713,0,0,0,1,0,0,0,3,0,4,4,0,0,0,0,0,14,0
16714,0,1,1,1,0,0,3,1,0,0,2,1,0,0,0,0,16,1
16715,0,1,0,1,0,1,4,3,1,4,4,1,1,0,0,0,15,1
16717,0,1,1,1,0,2,1,1,0,1,4,0,0,0,0,0,15,1
16723,1,1,1,1,2,1,3,3,2,1,0,1,1,0,0,0,15,1
16724,0,0,1,1,0,2,2,3,1,1,1,0,1,0,0,0,16,1
16725,0,1,0,0,7,3,1,3,0,2,1,0,0,1,0,0,17,1
16727,0,0,1,1,0,1,3,1,1,1,0,1,1,0,0,0,16,1
16729,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,15,0
16730,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,0,15,0
16731,0,0,1,1,0,0,2,3,1,3,0,0,1,0,0,0,16,1
16732,1,1,1,0,0,2,0,3,1,2,2,0,1,0,1,1,17,1
16734,1,1,0,1,0,0,4,0,0,0,0,1,0,0,1,0,16,1
16736,0,1,1,1,1,0,2,3,0,3,1,0,0,0,0,0,15,1
16737,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,16,0
16738,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0,15,0
16740,1,0,1,1,0,0,3,0,0,1,1,1,0,0,0,0,16,1
16741,0,0,0,0,0,2,0,1,1,4,2,0,1,0,1,0,17,0
16742,1,0,1,0,1,2,3,3,0,3,2,1,0,0,0,0,16,1
16743,0,0,0,1,0,1,0,1,1,0,2,0,1,0,0,0,16,0
16744,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,16,0
16745,1,0,1,1,2,1,2,2,0,2,2,0,0,0,0,0,16,1
16746,0,0,0,1,0,0,2,3,0,0,4,0,0,0,0,0,16,0
16748,0,0,0,1,0,0,2,3,0,0,1,0,0,0,1,1,16,0
16749,0,0,0,0,0,0,2,3,2,2,2,0,1,0,1,0,16,0
16750,0,1,0,1,0,0,1,3,0,4,3,0,0,0,0,0,16,1
16753,0,1,1,1,0,0,3,0,1,3,1,1,1,0,0,0,16,1
16754,1,1,0,0,0,0,2,3,0,2,0,0,0,0,0,0,16,1
16756,0,1,1,1,0,0,1,2,2,3,2,0,1,0,0,0,16,1
16757,0,0,0,0,0,5,2,1,0,0,1,0,0,0,1,0,17,0
16759,1,0,1,1,0,0,2,3,0,1,2,0,0,0,0,0,17,1
16760,1,1,0,0,5,3,4,2,4,0,0,1,1,0,0,0,16,1
16763,1,1,1,1,0,0,4,0,1,1,0,1,1,0,0,0,16,1
16765,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,0,16,0
16766,0,0,1,1,2,0,3,2,1,3,0,1,1,0,0,0,15,1
16768,1,1,1,0,1,0,1,3,4,3,4,0,1,0,0,0,15,1
16770,0,0,0,0,0,0,0,1,1,1,3,0,1,0,1,1,16,0
16774,0,0,0,0,0,0,1,2,0,2,4,0,0,0,1,0,16,0
16775,0,1,0,0,1,1,2,1,0,0,2,0,0,0,1,0,14,1
16776,0,1,0,0,0,0,3,3,1,3,1,1,1,0,0,0,16,1
16779,0,0,0,0,0,4,1,3,1,3,4,0,1,0,0,0,15,0
16782,0,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,15,0
16783,1,1,1,1,0,0,0,1,0,2,3,0,0,0,1,0,16,1
16788,0,1,1,1,0,0,1,3,4,4,4,0,1,0,0,0,15,1
16789,0,0,0,1,0,0,0,2,0,3,4,0,0,0,0,0,14,0
16797,0,1,1,1,0,1,1,3,0,2,0,0,0,0,0,0,15,1
16798,0,0,0,0,1,0,1,3,0,4,3,0,0,0,1,0,14,0
16799,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,14,1
16800,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,14,0
16803,0,0,0,0,0,0,0,3,1,2,0,0,1,0,0,0,16,0
16804,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,13,0
16805,0,0,1,1,1,1,2,3,0,3,4,0,0,0,1,0,16,1
16811,0,0,1,1,0,1,2,3,3,4,0,0,1,0,0,0,13,1
16814,0,0,0,1,0,0,1,3,1,1,3,0,1,0,0,0,17,0
16815,0,0,0,1,0,0,4,0,2,2,2,1,1,0,1,0,15,0
16818,0,0,0,1,0,0,1,3,0,1,4,0,0,0,0,0,15,0
16820,1,1,0,0,2,0,2,3,1,2,2,0,1,0,0,0,16,1
16822,0,1,0,0,0,0,4,3,0,1,0,1,0,0,0,0,15,1
16829,0,1,1,0,0,7,1,3,0,2,1,0,0,0,0,0,15,1
16831,0,0,0,0,0,0,0,3,0,4,4,0,0,0,1,0,14,0
16832,1,1,1,1,0,0,3,1,0,0,0,1,0,0,0,0,15,1
16835,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,13,0
16838,0,0,0,1,0,0,2,3,0,2,1,0,0,0,0,0,15,0
16840,1,0,0,1,0,0,2,3,0,2,2,0,0,0,0,0,15,1
16842,0,0,0,0,3,4,2,3,1,2,1,0,1,0,0,0,16,0
16843,0,0,0,1,0,1,1,2,1,3,3,0,1,0,0,0,14,0
16845,1,0,0,1,0,0,3,3,1,1,1,1,1,0,1,0,16,1
16846,0,0,0,1,0,0,4,3,1,0,0,1,1,0,0,0,17,0
16847,1,0,1,1,0,0,4,1,2,0,0,1,1,0,0,0,16,1
16848,0,0,0,1,0,2,0,0,0,2,2,0,0,1,0,0,14,0
16849,0,0,0,1,0,1,2,3,1,4,4,0,1,0,0,0,16,0
16851,0,0,0,0,0,0,0,3,1,2,2,0,1,0,1,1,14,0
16853,0,0,0,1,0,0,0,3,1,4,4,0,1,0,0,0,15,0
16854,1,0,1,1,0,0,2,3,0,0,1,0,0,0,0,0,15,1
16856,0,0,0,0,0,1,4,3,4,0,2,1,1,0,0,0,15,0
16859,1,0,0,0,2,1,0,3,0,1,3,0,0,0,1,0,14,1
16861,0,0,0,0,7,1,1,3,0,0,1,0,0,0,1,1,14,0
16862,0,1,1,1,0,0,2,2,0,3,0,0,0,0,1,0,16,1
16863,1,0,0,0,0,1,0,3,1,1,3,0,1,0,1,0,16,1
16864,0,1,1,0,0,0,3,3,1,2,3,1,1,0,0,0,15,1
16867,1,0,1,1,2,0,2,3,0,1,1,0,0,0,1,0,16,1
16868,1,1,1,0,2,2,1,3,1,1,2,0,1,0,0,0,16,1
16870,0,0,0,0,0,7,2,3,0,3,4,0,0,0,0,0,16,0
16871,1,1,1,1,7,4,4,2,1,4,1,1,1,0,0,0,17,1
16872,1,0,1,1,1,1,3,1,1,1,0,1,1,0,1,0,17,1
16873,0,1,0,1,2,2,2,3,2,1,4,0,1,0,0,0,15,1
16874,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,17,0
16875,0,1,1,0,0,3,3,2,3,1,2,1,1,0,0,0,16,1
16876,0,0,1,1,0,0,1,0,2,2,0,0,1,0,0,0,17,1
16877,1,1,0,0,0,0,4,0,0,1,0,1,0,1,0,0,15,1
16878,0,0,1,1,0,0,1,3,0,1,2,0,0,0,0,0,16,1
16879,0,0,0,1,0,2,0,2,1,0,4,0,1,0,1,0,16,0
16881,0,0,1,0,0,1,2,3,4,3,1,0,1,0,1,0,15,1
16883,1,0,1,1,0,0,4,1,3,3,2,1,1,0,0,0,15,1
16885,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,1,14,0
16889,0,0,0,1,0,0,3,2,0,2,3,1,0,0,0,0,16,0
16892,0,0,0,1,0,2,2,3,0,4,4,0,0,0,0,0,16,0
16896,1,0,0,0,0,0,3,3,1,2,0,1,1,0,1,1,18,1
16897,0,0,0,1,0,0,2,3,0,0,4,0,0,0,0,0,17,0
16899,0,1,0,1,0,0,1,3,0,1,4,0,0,0,0,0,16,1
16901,0,0,0,0,0,0,0,3,3,3,1,0,1,0,0,0,17,0
16902,0,1,0,0,2,2,0,3,0,0,0,0,0,0,1,1,16,1
16903,0,0,1,1,0,0,2,3,0,1,3,0,0,0,0,0,16,1
16906,0,1,1,1,0,0,0,3,0,1,0,0,0,0,0,0,16,1
16907,0,0,0,0,0,0,0,3,0,3,3,0,0,1,0,0,17,0
16909,0,0,1,0,0,0,3,1,1,2,4,1,1,0,0,0,16,1
16910,1,1,1,1,0,0,1,2,1,2,4,0,1,1,0,0,16,1
16911,0,0,0,0,1,1,0,3,1,2,4,0,1,0,0,0,15,0
